time,aave,bal,bat,comp,eth_a,eth_b,eth_c,gno,knc,link,lrc,mana,matic,reth,uni,wbtc_a,wbtc_b,wbtc_c,wsteth_a,wsteth_b,yfi,zrx,gusd,usdc_a,usdc_b,usdp,tusd,psm_usdc,rwa001,rwa002,rwa003,rwa004,rwa005,rwa006,rwa007,rwa008,rwa009,rwa010,rwa011,rwa012,rwa013,rwa014,rwa015
1644249600,892202,304344,124309,302960,6624101500,121202360,1469476649,0,30714,210856170,85838,87192987,121148290,0,5648066,2475348437,6005236,32726901,330382031,0,110048874,129339,1096220,227357370,461,6237219,26516059,4864656168,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1644422400,915638,302531,120424,300941,6729872140,139560944,1500716155,0,30558,204352780,81359,87192987,124399205,0,5645172,2469252808,5991701,33841455,399765939,0,112885311,135131,1096220,227357370,461,6237219,26516059,5058014810,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1644595200,874734,292057,112655,286040,6290346885,121768039,1439632812,0,32117,195202536,79866,83538192,115734584,0,5097751,2451820961,6260186,34088678,389719066,0,106188867,127409,1096220,227357370,461,6237219,26516059,5139747755,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1644768000,791508,280174,96363,266373,5851843179,114307464,1364102101,0,16280,176966072,69416,76228600,104594357,0,4678691,2384616028,6088820,36259309,369390333,0,99905797,117757,1096220,227357370,461,6237219,26516059,5159636378,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1644940800,818712,308171,101181,276883,6281072960,129474546,1462607385,0,18963,188113998,72402,80666566,110877311,0,4307493,2478812675,6650929,37821152,407773186,0,102251721,123548,1096220,227357370,461,6237219,26516059,5173825315,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1645113600,785881,284403,95159,267330,5943296090,114754713,1407661915,0,20126,178921634,68670,85365590,106984164,0,4189043,2345905055,6652530,38624377,392515051,0,99074160,121617,1096220,227357370,461,6237219,26516059,5170235355,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1645286400,710679,263859,90341,254635,5523187236,100607618,1320577147,0,17801,169899964,65684,74923316,98056243,0,3891441,2230509221,6163895,38060511,372051028,0,93306299,110035,1096220,227357370,461,6237219,26516059,5155952186,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1645459200,685872,258420,84318,240399,5454433379,99123886,1310472573,0,17174,163106903,61206,72051690,93766282,0,3655952,2161718338,5660122,37466117,367725278,0,90542523,110035,1096220,227357370,461,6237219,26516059,5158095544,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1645632000,686166,253989,83113,240982,5413738814,106288233,1299504967,0,16101,155159844,59713,70746406,94991985,0,3578166,2155488498,5243773,37429062,364604366,0,88543675,106174,1096220,227357370,461,6237219,26516059,5131112992,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
1645804800,676723,245731,81909,233656,4807711533,101621211,1310169700,0,16011,151641690,56727,70485349,93153431,0,3765016,2184583359,5455566,39059381,443081099,0,84992169,102313,1096220,227357370,461,6237219,26516059,5173539165,15913500,22495725,2359560,8815730,17199394,0,0,0,0,0,0,0,0,0,0
